station_origin,station_destination,flows,population,jobs,distance
Aldgate,Ruislip,1,2886,257,28158.823254088955
Aldgate,Ruislip Gardens,0,2886,167,26929.86649253061
Aldgate,Ruislip Manor,1,2886,408,27479.937273850337
Aldgate,Russell Square,7,2886,5172,4653.511305782051
Aldgate,Seven Sisters,2,2886,10191,10188.50894973241
Aldgate,Shepherd's Bush,2,2886,9890,11182.705375177056
Aldgate,Shepherd's Bush Market,3,2886,416,13024.211681029907
Aldgate,Sloane Square,6,2886,8229,7334.04566004998
Aldgate,Snaresbrook,0,2886,512,12767.529906685588
Aldgate,South Ealing,0,2886,670,19071.99103035682
Aldgate,South Harrow,0,2886,387,26339.90054986307
Aldgate,South Kensington,10,2886,15325,8507.268031651414
Aldgate,South Kenton,0,2886,261,20324.059822605603
Aldgate,South Ruislip,0,2886,289,26043.980766374225
Aldgate,South Wimbledon,0,2886,1361,15127.15713039337
Aldgate,South Woodford,0,2886,766,14083.350642753609
Aldgate,Southfields,0,2886,1351,16065.12815911803
Aldgate,Southgate,1,2886,874,17479.255518105158
Aldgate,Southwark,0,2886,10326,3421.994696625741
Aldgate,St. James's Park,15,2886,13339,5390.981050502212
Aldgate,St. John's Wood,1,2886,3982,8810.28081267072
Aldgate,St. Paul's,4,2886,13446,2286.4420812584453
Aldgate,Stamford Brook,0,2886,784,14116.745348647331
Aldgate,Stanmore,4,2886,983,24748.105506410808
Aldgate,Stepney Green,0,2886,1879,3479.919033835334
Aldgate,Stockwell,0,2886,1623,6698.130242952348
Aldgate,Stonebridge Park,0,2886,729,16322.059743069736
Aldgate,Stratford,6,2886,55954,7314.192802962856
Aldgate,Sudbury Hill,0,2886,277,25194.55365719134
Aldgate,Sudbury Town,0,2886,218,23577.497041896902
Aldgate,Swiss Cottage,2,2886,2598,9780.221105475734
Aldgate,Temple,8,2886,6780,3426.7137581491543
Aldgate,Tooting Bec,0,2886,1239,11693.30786826762
Aldgate,Tooting Broadway,1,2886,4506,12768.26931061304
Aldgate,Tottenham Court Road,14,2886,19126,4744.1386481275895
Aldgate,Tottenham Hale,0,2886,3239,11342.048117611648
Aldgate,Totteridge & Whetstone,0,2886,287,18850.57756949456
Aldgate,Tower Hill,4,2886,8286,597.1867971231038
Aldgate,Tufnell Park,0,2886,557,8486.892466101928
Aldgate,Turnham Green,0,2886,1515,14721.509592972196
Aldgate,Turnpike Lane,2,2886,992,11709.600901306963
Aldgate,Upton Park,0,2886,1642,9606.053166029185
Aldgate,Uxbridge,29,2886,4316,33213.31055900999
Aldgate,Vauxhall,3,2886,16242,8204.98595246171
Aldgate,Victoria,5,2886,33251,6168.286646821261
Aldgate,Walthamstow Central,0,2886,5271,11104.24313519519
Aldgate,Wanstead,0,2886,419,12776.829840577346
Aldgate,Warren Street,0,2886,17309,5682.848395781998
Aldgate,Warwick Avenue,2,2886,1174,9504.491369140487
Aldgate,Waterloo,3,2886,23466,3979.8716842345943
Aldgate,Watford,2,2886,961,36354.39261222039
Aldgate,Wembley Central,0,2886,1327,18040.15821003828
Aldgate,Wembley Park,40,2886,5759,17472.36189455363
Aldgate,West Acton,0,2886,488,17432.405075406135
Aldgate,West Brompton,0,2886,5859,10736.111916703685
Aldgate,West Finchley,0,2886,91,16427.0015258475
Aldgate,West Ham,0,2886,5487,7355.139029038715
Aldgate,West Hampstead,9,2886,5856,10961.72249177432
Aldgate,West Harrow,2,2886,122,23170.231407317053
Aldgate,West Kensington,0,2886,1345,11112.788019245207
Aldgate,West Ruislip,0,2886,194,29054.259689016937
Aldgate,Westbourne Park,6,2886,1347,10478.566188072906
Aldgate,Westminster,14,2886,15466,4830.231710595485
Aldgate,White City,2,2886,5966,12483.206468436656
Aldgate,Whitechapel,2,2886,17633,2399.754850340814
Aldgate,Willesden Green,5,2886,830,13162.402028878174
Aldgate,Willesden Junction,1,2886,4165,13679.90527519008
Aldgate,Wimbledon,0,2886,6295,19080.690193689632
Aldgate,Wood Green,4,2886,2146,12640.42652671013
Aldgate,Wood Lane,8,2886,1578,12497.948725785445
Aldgate,Woodford,0,2886,706,15795.30555876664
Aldgate,Woodside Park,0,2886,745,17373.475872743784
Aldgate East,Acton Town,2,3172,2202,17186.09900361259
Aldgate East,Aldgate,0,3172,7782,1436.4207815349514
Aldgate East,Alperton,0,3172,741,22159.186947143433
Aldgate East,Amersham,0,3172,256,45480.23146119855
Aldgate East,Angel,20,3172,8103,3774.127894354849
Aldgate East,Archway,4,3172,2193,9724.210462659079
Aldgate East,Arnos Grove,0,3172,748,15743.888816162475
Aldgate East,Arsenal,0,3172,315,7742.857107080346
Aldgate East,Baker Street,45,3172,14973,6915.132604412901
Aldgate East,Balham,2,3172,3814,10960.189633945765
Aldgate East,Bank and Monument,95,3172,78549,1678.9644276663926
Aldgate East,Barbican,45,3172,9134,2107.2417815156145
Aldgate East,Barking,15,3172,7004,11894.804004020452
Aldgate East,Barkingside,0,3172,262,17466.849919603672
Aldgate East,Barons Court,7,3172,2956,11915.567977591305
Aldgate East,Bayswater,0,3172,615,9980.151012213872
Aldgate East,Becontree,0,3172,456,15189.256389717637
Aldgate East,Belsize Park,2,3172,2255,8719.985786341127
Aldgate East,Bermondsey,0,3172,3172,4653.5193372342765
Aldgate East,Bethnal Green,0,3172,4660,3374.1579686242867
Aldgate East,Blackfriars,165,3172,10849,2916.720146034643
Aldgate East,Blackhorse Road,1,3172,2955,12907.088763568649
Aldgate East,Bond Street,39,3172,20967,6414.828706340616
Aldgate East,Borough,7,3172,3254,3080.286666073928
Aldgate East,Boston Manor,2,3172,892,20697.83565356639
Aldgate East,Bounds Green,0,3172,778,14389.646325786267
Aldgate East,Bow Road,16,3172,1193,3697.7027954671225
Aldgate East,Brent Cross,0,3172,450,13798.803900934607
Aldgate East,Brixton,5,3172,5084,8526.914971542858
Aldgate East,Bromley-by-Bow,18,3172,1613,4706.472704828989
Aldgate East,Buckhurst Hill,0,3172,228,16692.494123354074
Aldgate East,Burnt Oak,1,3172,649,18391.34667208546
Aldgate East,Caledonian Road,3,3172,1803,6460.850528215447
Aldgate East,Camden Town,16,3172,6348,6688.107699846796
Aldgate East,Canada Water,0,3172,20443,3802.266971913432
Aldgate East,Canary Wharf,3,3172,58772,5127.998898694741
Aldgate East,Canning Town,5,3172,15428,7175.796381636719
Aldgate East,Cannon Street,85,3172,4698,2008.2771437603444
Aldgate East,Canons Park,0,3172,526,23572.217914835786
Aldgate East,Chalk Farm,4,3172,1329,7681.88484685348
Aldgate East,Chancery Lane,9,3172,15391,3623.640465479156
Aldgate East,Charing Cross,1,3172,7016,4803.685768457932
Aldgate East,Chigwell,0,3172,148,17939.97427579762
Aldgate East,Chiswick Park,4,3172,1517,15913.929761284586
Aldgate East,Clapham Common,3,3172,2020,8535.236800394632
Aldgate East,Clapham North,2,3172,1238,7892.47930901623
Aldgate East,Clapham South,1,3172,1513,9787.555033129454
Aldgate East,Cockfosters,0,3172,262,20932.660603292417
Aldgate East,Colindale,2,3172,2081,17084.92462239176
Aldgate East,Colliers Wood,0,3172,865,14290.736181688291
Aldgate East,Covent Garden,3,3172,4355,4822.0647491787295
Aldgate East,Dagenham East,2,3172,649,17896.684955834266
Aldgate East,Dagenham Heathway,2,3172,1108,16617.457166784727
Aldgate East,Debden,2,3172,865,20580.085616396635
Aldgate East,Dollis Hill,1,3172,847,14652.293295341755
Aldgate East,Ealing Broadway,3,3172,4846,19291.3544295155
Aldgate East,Ealing Common,0,3172,915,18212.721832750303
Aldgate East,Earl's Court,21,3172,6613,10410.769912229212
Aldgate East,East Acton,1,3172,1505,14682.438171609934
Aldgate East,East Finchley,0,3172,1253,13063.435917084382
Aldgate East,East Ham,14,3172,2062,9469.878211074709
Aldgate East,East Putney,9,3172,1877,14676.287251416263
Aldgate East,Eastcote,0,3172,364,26597.480106315634
Aldgate East,Edgware,0,3172,772,19909.476350949102
Aldgate East,Edgware Road,20,3172,6868,7949.972971877431
Aldgate East,Elephant & Castle,18,3172,6427,3901.4268182766796
Aldgate East,Elm Park,0,3172,269,20192.473312217364
Aldgate East,Embankment,131,3172,10220,4463.35494799916
Aldgate East,Epping,0,3172,498,26527.68046194034
Aldgate East,Euston,13,3172,16800,5314.508889673812
Aldgate East,Euston Square,105,3172,8093,5465.628842510326
Aldgate East,Fairlop,0,3172,182,18635.579755615654
Aldgate East,Farringdon,140,3172,25592,2568.1517252572285
Aldgate East,Finchley Central,4,3172,1921,15433.992462361044
Aldgate East,Finchley Road,1,3172,3417,10449.76985172778
Aldgate East,Finsbury Park,2,3172,6769,8515.60980030845
Aldgate East,Fulham Broadway,9,3172,4200,11920.920980401095
Aldgate East,Gants Hill,0,3172,601,13978.53837704352
Aldgate East,Gloucester Road,20,3172,5194,9500.648698380126
Aldgate East,Golders Green,1,3172,1871,12283.714797615648
Aldgate East,Goldhawk Road,4,3172,370,13707.282988188
Aldgate East,Goodge Street,13,3172,6457,5630.658205412843
Aldgate East,Grange Hill,0,3172,76,19286.887006419278
Aldgate East,Great Portland Street,30,3172,6936,6085.589060769824
Aldgate East,Green Park,46,3172,26754,6153.120295011597
Aldgate East,Greenford,0,3172,1157,22143.571172605854
Aldgate East,Gunnersbury,14,3172,4775,16510.8747781766
Aldgate East,Hainault,0,3172,356,19514.263321759077
Aldgate East,Hammersmith,37,3172,18250,12809.400063511965
Aldgate East,Hampstead,2,3172,2010,9897.988890434268
Aldgate East,Hanger Lane,1,3172,1493,18317.250836619656
Aldgate East,Harlesden,2,3172,1668,15070.892851074448
Aldgate East,Harrow & Wealdstone,0,3172,1335,23738.647202999455
Aldgate East,Harrow-on-the-Hill,0,3172,3019,22172.14460163391
Aldgate East,Hatton Cross,3,3172,1219,29254.3863539351
Aldgate East,Heathrow Terminal 4,1,3172,693,31130.719047573875
Aldgate East,Heathrow Terminal 5,4,3172,975,34122.41577536259
Aldgate East,Heathrow Terminals 2 & 3,9,3172,2406,31667.137299726266
Aldgate East,Hendon Central,4,3172,1878,14932.411243408627
Aldgate East,High Barnet,0,3172,953,21686.98995531225
Aldgate East,High Street Kensington,10,3172,5427,10505.767484603773
Aldgate East,Highbury & Islington,0,3172,25385,7008.003172471644
Aldgate East,Highgate,1,3172,856,11314.415258874313
Aldgate East,Hillingdon,0,3172,318,31312.697316308146
Aldgate East,Holborn,50,3172,22346,4189.124177855898
Aldgate East,Holland Park,1,3172,2063,10513.073141180646
Aldgate East,Holloway Road,3,3172,1696,7076.147971193605
Aldgate East,Hornchurch,1,3172,451,21736.800523906404
Aldgate East,Hounslow Central,0,3172,708,24971.829000691898
Aldgate East,Hounslow East,1,3172,843,24226.144617270977
Aldgate East,Hounslow West,1,3172,401,26450.912692688267
Aldgate East,Hyde Park Corner,2,3172,2410,6933.009595278415
Aldgate East,Kennington,2,3172,1161,4740.995207501519
Aldgate East,Kensal Green,0,3172,472,12571.438272489899
Aldgate East,Kensington,0,3172,2252,11957.46108820514
Aldgate East,Kentish Town,2,3172,3404,7966.0733426158085
Aldgate East,Kew Gardens,1,3172,792,18291.15569712459
Aldgate East,Kilburn,1,3172,1953,12221.125983711778
Aldgate East,Kilburn Park,1,3172,823,11387.66734669004
Aldgate East,King's Cross St. Pancras,111,3172,33330,4426.150162814972
Aldgate East,Kingsbury,0,3172,1018,20632.915337274993
Aldgate East,Knightsbridge,12,3172,6821,7516.963183578386
Aldgate East,Ladbroke Grove,5,3172,2131,11528.288000176339
Aldgate East,Lambeth North,4,3172,1319,4795.607927698368
Aldgate East,Lancaster Gate,2,3172,1820,8316.867125869343
Aldgate East,Latimer Road,3,3172,1109,12187.868535015912
Aldgate East,Leicester Square,17,3172,8847,5187.5960482610035
Aldgate East,Leyton,3,3172,1447,8009.1149473522055
Aldgate East,Leytonstone,9,3172,1844,9672.958507643689
Aldgate East,Liverpool Street,47,3172,61122,965.8659667181719
Aldgate East,London Bridge,25,3172,29930,2565.6927988119824
Aldgate East,Loughton,0,3172,655,18527.968526481563
Aldgate East,Maida Vale,1,3172,949,10535.885823762354
Aldgate East,Manor House,0,3172,1311,9631.723427528857
Aldgate East,Mansion House,80,3172,7815,2256.455849911243
Aldgate East,Marble Arch,7,3172,6145,7098.264941108898
Aldgate East,Marylebone,7,3172,4250,7453.430930207068
Aldgate East,Mile End,22,3172,3759,3072.770629571131
Aldgate East,Mill Hill East,0,3172,681,16956.194904911656
Aldgate East,Moorgate,65,3172,24574,1399.9534153205032
Aldgate East,Morden,2,3172,1447,16902.450628240007
Aldgate East,Mornington Crescent,2,3172,2927,6097.897487030884
Aldgate East,Neasden,0,3172,732,15437.876309096537
Aldgate East,Newbury Park,0,3172,559,16336.295497947516
Aldgate East,North Acton,3,3172,3168,15862.95748795225
Aldgate East,North Ealing,0,3172,332,19137.130286883337
Aldgate East,North Greenwich,6,3172,6276,6957.782189724249
Aldgate East,North Harrow,0,3172,190,24151.773324115853
Aldgate East,North Wembley,1,3172,365,19632.096537189387
Aldgate East,Northfields,0,3172,864,19766.983508322402
Aldgate East,Northolt,0,3172,663,23962.03743295304
Aldgate East,Northwick Park,0,3172,1713,20869.012744209234
Aldgate East,Northwood,0,3172,1018,29414.84621141595
Aldgate East,Northwood Hills,0,3172,488,27828.17732670275
Aldgate East,Notting Hill Gate,0,3172,5490,9813.339678211045
Aldgate East,Oakwood,0,3172,423,19588.682256891985
Aldgate East,Old Street,7,3172,15897,2253.473134065491
Aldgate East,Osterley,1,3172,521,23258.649944827634
Aldgate East,Oval,7,3172,2544,5656.152891840035
Aldgate East,Oxford Circus,50,3172,44368,5860.488141049982
Aldgate East,Paddington,67,3172,20198,8815.647313986736
Aldgate East,Park Royal,3,3172,1552,20236.788737511757
Aldgate East,Parsons Green,7,3172,2711,12623.2593118292
Aldgate East,Perivale,0,3172,532,20547.136051421523
Aldgate East,Piccadilly Circus,61,3172,13641,5375.494208206399
Aldgate East,Pimlico,4,3172,5585,7810.2119850133995
Aldgate East,Pinner,0,3172,292,25669.5287350067
Aldgate East,Plaistow,9,3172,1049,6848.553741062345
Aldgate East,Preston Road,0,3172,411,19135.87894498712
Aldgate East,Putney Bridge,12,3172,2494,13617.721661145722
Aldgate East,Queen's Park,1,3172,2167,11186.81261142033
Aldgate East,Queensbury,0,3172,439,21878.910571638648
Aldgate East,Queensway,3,3172,1882,9175.016747331016
Aldgate East,Ravenscourt Park,5,3172,1895,13649.502981766393
Aldgate East,Rayners Lane,0,3172,426,24778.125728398205
Aldgate East,Redbridge,0,3172,198,12520.794615416497
Aldgate East,Regent's Park,0,3172,3364,6838.538769075065
Aldgate East,Richmond,16,3172,5397,20459.318961204222
Aldgate East,Roding Valley,0,3172,84,15751.314910057514
Aldgate East,Royal Oak,3,3172,856,9752.94382670034
Aldgate East,Ruislip,0,3172,257,28402.60513875959
Aldgate East,Ruislip Manor,0,3172,408,27723.719158520973
Aldgate East,Russell Square,5,3172,5172,4895.5584930707955
Aldgate East,Seven Sisters,1,3172,10191,10432.290834403046
Aldgate East,Shepherd's Bush,2,3172,9890,11424.752562465801
Aldgate East,Shepherd's Bush Market,3,3172,416,13267.993565700543
Aldgate East,Sloane Square,58,3172,8229,7576.092847338723
Aldgate East,Snaresbrook,2,3172,512,11331.109125150637
Aldgate East,South Ealing,2,3172,670,19314.038217645564
Aldgate East,South Harrow,0,3172,387,26583.682434533705
Aldgate East,South Kensington,79,3172,15325,8749.315218940157
Aldgate East,South Ruislip,0,3172,289,26286.027953662968
Aldgate East,South Wimbledon,2,3172,1361,15369.204317682113
Aldgate East,South Woodford,3,3172,766,12646.929861218658
Aldgate East,Southfields,3,3172,1351,16307.175346406773
Aldgate East,Southgate,0,3172,874,17723.037402775793
Aldgate East,Southwark,1,3172,10326,3664.041883914485
Aldgate East,St. James's Park,117,3172,13339,5633.028237790955
Aldgate East,St. John's Wood,2,3172,3982,9054.062697341356
Aldgate East,St. Paul's,4,3172,13446,2528.489268547189
Aldgate East,Stamford Brook,5,3172,784,14358.792535936074
Aldgate East,Stanmore,0,3172,983,24991.887391081444
Aldgate East,Stepney Green,38,3172,1879,2043.4982523003828
Aldgate East,Stockwell,4,3172,1623,6940.177430241091
Aldgate East,Stonebridge Park,0,3172,729,16565.84162774037
Aldgate East,Stratford,82,3172,55954,5877.772021427904
Aldgate East,Sudbury Hill,0,3172,277,25436.600844480083
Aldgate East,Sudbury Town,0,3172,218,23819.544229185645
Aldgate East,Swiss Cottage,1,3172,2598,10024.00299014637
Aldgate East,Temple,195,3172,6780,3668.760945437898
Aldgate East,Theydon Bois,0,3172,98,23902.19677442794
Aldgate East,Tooting Bec,2,3172,1239,11935.355055556363
Aldgate East,Tooting Broadway,8,3172,4506,13010.316497901782
Aldgate East,Tottenham Court Road,45,3172,19126,4986.185835416333
Aldgate East,Tottenham Hale,0,3172,3239,11585.830002282284
Aldgate East,Totteridge & Whetstone,0,3172,287,19094.359454165195
Aldgate East,Tower Hill,25,3172,8286,839.2339844118476
Aldgate East,Tufnell Park,0,3172,557,8730.674350772564
Aldgate East,Turnham Green,6,3172,1515,14963.556780260938
Aldgate East,Turnpike Lane,0,3172,992,11953.3827859776
Aldgate East,Upminster,0,3172,1132,24274.512637904623
Aldgate East,Upminster Bridge,0,3172,568,22963.730004122845
Aldgate East,Upney,1,3172,485,13262.099485569805
Aldgate East,Upton Park,12,3172,1642,8169.632384494233
Aldgate East,Uxbridge,0,3172,4316,33457.09244368062
Aldgate East,Vauxhall,19,3172,16242,8447.033139750452
Aldgate East,Victoria,31,3172,33251,6410.333834110003
Aldgate East,Walthamstow Central,0,3172,5271,11348.025019865825
Aldgate East,Wanstead,0,3172,419,11340.409059042395
Aldgate East,Warren Street,3,3172,17309,5926.630280452634
Aldgate East,Warwick Avenue,1,3172,1174,9748.273253811123
Aldgate East,Waterloo,49,3172,23466,4221.918871523338
Aldgate East,Watford,0,3172,961,36598.17449689103
Aldgate East,Wembley Central,0,3172,1327,18283.940094708916
Aldgate East,Wembley Park,1,3172,5759,17716.143779224265
Aldgate East,West Acton,0,3172,488,17674.452262694882
Aldgate East,West Brompton,11,3172,5859,10978.159103992428
Aldgate East,West Finchley,0,3172,91,16670.783410518135
Aldgate East,West Ham,13,3172,5487,5918.718247503763
Aldgate East,West Hampstead,4,3172,5856,11205.504376444957
Aldgate East,West Kensington,16,3172,1345,11354.83520653395
Aldgate East,West Ruislip,0,3172,194,29296.30687630568
Aldgate East,Westbourne Park,5,3172,1347,10722.348072743542
Aldgate East,Westminster,100,3172,15466,5072.278897884228
Aldgate East,White City,4,3172,5966,12725.253655725402
Aldgate East,Whitechapel,81,3172,17633,963.3340688058626
Aldgate East,Willesden Green,0,3172,830,13406.18391354881
Aldgate East,Willesden Junction,0,3172,4165,13923.687159860716
Aldgate East,Wimbledon,24,3172,6295,19322.737380978375
Aldgate East,Wimbledon Park,0,3172,596,17666.825116389264
Aldgate East,Wood Green,0,3172,2146,12884.208411380765
Aldgate East,Wood Lane,12,3172,1578,12741.730610456081
Aldgate East,Woodford,1,3172,706,14358.88477723169
Aldgate East,Woodside Park,1,3172,745,17617.25775741442
All Saints,Bank and Monument,93,740,78549,5917.717591213886
All Saints,Beckton,1,740,442,9302.664811537865
All Saints,Bow Church,74,740,925,1997.2580361909068
All Saints,Canary Wharf,67,740,58772,1340.0887328125182
All Saints,Canning Town,9,740,15428,3021.4662048769023
All Saints,Crossharbour,4,740,1208,2940.0500730977583
All Saints,Custom House,0,740,845,4617.3986674408025
All Saints,Cutty Sark,13,740,1748,4757.473422097401
All Saints,Cyprus,1,740,850,7324.642655084542
All Saints,Deptford Bridge,10,740,840,6175.97976518398
All Saints,Devons Road,27,740,611,1358.7727907246808
All Saints,East India,0,740,1522,1866.2477057316594
All Saints,Elverson Road,1,740,226,6903.480215201564
All Saints,Gallions Reach,4,740,557,8066.416535539151
